Placa,Tipo,Servicio,Ubicacion_Inscripcion
KAQ42M,Moto,Motocicleta,COLOMBIA
QBC823,Carro,Oficial,MANIZALES
IDX37S,Moto,Motocicleta,COLOMBIA
NXB17Z,Moto,Motocicleta,COLOMBIA
JAI81S,Moto,Motocicleta,COLOMBIA
DZR479,Carro,Oficial,CALI
JNA369,Carro,Particular,MANIZALES
XUI15Q,Moto,Motocicleta,COLOMBIA
PQP72R,Moto,Motocicleta,COLOMBIA
CMN234,Carro,Publico,PASTO
MJL19S,Moto,Motocicleta,COLOMBIA
DUJ30F,Moto,Motocicleta,COLOMBIA
CEM97F,Moto,Motocicleta,COLOMBIA
GZX298,Carro,Particular,IBAGUE
BLU767,Carro,Particular,ENVIGADO
HVJ541,Carro,Oficial,CUCUTA
HYN55X,Moto,Motocicleta,COLOMBIA
FWQ512,Carro,Particular,PASTO
UZC482,Carro,Particular,MEDELLIN
UUC58Z,Moto,Motocicleta,COLOMBIA
BBA73X,Moto,Motocicleta,COLOMBIA
CDA790,Carro,Oficial,CALI
LQQ011,Carro,Publico,MEDELLIN
VRA95J,Moto,Motocicleta,COLOMBIA
BCU839,Carro,Publico,PASTO
IYI63H,Moto,Motocicleta,COLOMBIA
QQB40C,Moto,Motocicleta,COLOMBIA
FYR872,Carro,Particular,BUCARAMANGA
BKM61G,Moto,Motocicleta,COLOMBIA
NER55I,Moto,Motocicleta,COLOMBIA
WLL144,Carro,Oficial,ENVIGADO
NTF560,Carro,Oficial,BUCARAMANGA
YBD71R,Moto,Motocicleta,COLOMBIA
AAM135,Carro,Publico,TUNJA
NJK20H,Moto,Motocicleta,COLOMBIA
RRX68E,Moto,Motocicleta,COLOMBIA
TDX42A,Moto,Motocicleta,COLOMBIA
RQG95Y,Moto,Motocicleta,COLOMBIA
XAU119,Carro,Particular,ENVIGADO
PNQ022,Carro,Oficial,CUCUTA
RTQ25P,Moto,Motocicleta,COLOMBIA
XLZ706,Carro,Publico,BARRANQUILLA
WBW25T,Moto,Motocicleta,COLOMBIA
PTW091,Carro,Oficial,TUNJA
WQW44Q,Moto,Motocicleta,COLOMBIA
UIS32Q,Moto,Motocicleta,COLOMBIA
EQF646,Carro,Oficial,ENVIGADO
LRI857,Carro,Particular,ENVIGADO
WBF48V,Moto,Motocicleta,COLOMBIA
GVN704,Carro,Publico,BUCARAMANGA
CKK49J,Moto,Motocicleta,COLOMBIA
BQB74U,Moto,Motocicleta,COLOMBIA
PYA42L,Moto,Motocicleta,COLOMBIA
DPA11J,Moto,Motocicleta,COLOMBIA
CEM047,Carro,Oficial,BOGOTA D.C.
MSW442,Carro,Particular,CUCUTA
VLK89J,Moto,Motocicleta,COLOMBIA
NZS78B,Moto,Motocicleta,COLOMBIA
MPC22F,Moto,Motocicleta,COLOMBIA
KUR32N,Moto,Motocicleta,COLOMBIA
DVR372,Carro,Particular,TUNJA
RDF45K,Moto,Motocicleta,COLOMBIA
SAR91S,Moto,Motocicleta,COLOMBIA
MCW531,Carro,Publico,PEREIRA
WXG514,Carro,Publico,ENVIGADO
LHP669,Carro,Oficial,PASTO
PBM743,Carro,Oficial,CUCUTA
LJX14B,Moto,Motocicleta,COLOMBIA
TZM917,Carro,Oficial,BUCARAMANGA
IWV71B,Moto,Motocicleta,COLOMBIA
HTH807,Carro,Publico,TUNJA
NVT13B,Moto,Motocicleta,COLOMBIA
HNU311,Carro,Oficial,IBAGUE
JWW853,Carro,Oficial,CALI
SRY786,Carro,Particular,CALI
LCB45B,Moto,Motocicleta,COLOMBIA
UDI57T,Moto,Motocicleta,COLOMBIA
JJJ133,Carro,Particular,MEDELLIN
GXH678,Carro,Publico,BARRANQUILLA
SGF14J,Moto,Motocicleta,COLOMBIA
XNL00K,Moto,Motocicleta,COLOMBIA
BJI07F,Moto,Motocicleta,COLOMBIA
BED90J,Moto,Motocicleta,COLOMBIA
NZW03M,Moto,Motocicleta,COLOMBIA
INK857,Carro,Oficial,CUCUTA
ZCY74V,Moto,Motocicleta,COLOMBIA
DNV06D,Moto,Motocicleta,COLOMBIA
EZM271,Carro,Oficial,TUNJA
SWN199,Carro,Oficial,BARRANQUILLA
UAK746,Carro,Publico,ENVIGADO
LDU62R,Moto,Motocicleta,COLOMBIA
WCT411,Carro,Publico,ENVIGADO
QNI61V,Moto,Motocicleta,COLOMBIA
FBG04Y,Moto,Motocicleta,COLOMBIA
YIB45R,Moto,Motocicleta,COLOMBIA
CBM491,Carro,Particular,TUNJA
ZCB19M,Moto,Motocicleta,COLOMBIA
DKV36V,Moto,Motocicleta,COLOMBIA
IYC11J,Moto,Motocicleta,COLOMBIA
XVW707,Carro,Publico,MEDELLIN
HFP025,Carro,Oficial,ENVIGADO
THW28U,Moto,Motocicleta,COLOMBIA
YZE65F,Moto,Motocicleta,COLOMBIA
XWT40E,Moto,Motocicleta,COLOMBIA
MUC210,Carro,Oficial,CUCUTA
SJR72T,Moto,Motocicleta,COLOMBIA
EIJ793,Carro,Publico,MANIZALES
FAZ91X,Moto,Motocicleta,COLOMBIA
RIC464,Carro,Oficial,BUCARAMANGA
JRQ56N,Moto,Motocicleta,COLOMBIA
UJE62F,Moto,Motocicleta,COLOMBIA
UUW797,Carro,Particular,CUCUTA
TGQ54C,Moto,Motocicleta,COLOMBIA
LFG21S,Moto,Motocicleta,COLOMBIA
EUE69F,Moto,Motocicleta,COLOMBIA
XJH732,Carro,Oficial,BUCARAMANGA
MMR79U,Moto,Motocicleta,COLOMBIA
ZIU941,Carro,Particular,MEDELLIN
MYU070,Carro,Publico,TUNJA
XKG23K,Moto,Motocicleta,COLOMBIA
KVY914,Carro,Publico,BUCARAMANGA
PTE079,Carro,Particular,TUNJA
FKY10B,Moto,Motocicleta,COLOMBIA
RDQ89C,Moto,Motocicleta,COLOMBIA
UHE376,Carro,Publico,TUNJA
XFK555,Carro,Publico,PASTO
YLH780,Carro,Publico,MEDELLIN
QCN333,Carro,Oficial,BOGOTA D.C.
CUW54N,Moto,Motocicleta,COLOMBIA
CFR67H,Moto,Motocicleta,COLOMBIA
CMT196,Carro,Publico,PEREIRA
ESX86V,Moto,Motocicleta,COLOMBIA
VBW89U,Moto,Motocicleta,COLOMBIA
PYY64Z,Moto,Motocicleta,COLOMBIA
ICP56G,Moto,Motocicleta,COLOMBIA
FUT699,Carro,Oficial,BOGOTA D.C.
IRS629,Carro,Publico,MANIZALES
WJR50R,Moto,Motocicleta,COLOMBIA
CGR59E,Moto,Motocicleta,COLOMBIA
HNZ82G,Moto,Motocicleta,COLOMBIA
WVC15X,Moto,Motocicleta,COLOMBIA
GLH290,Carro,Publico,IBAGUE
GHI111,Carro,Oficial,CUCUTA
RJT351,Carro,Oficial,ENVIGADO
ZRK16M,Moto,Motocicleta,COLOMBIA
UIX02U,Moto,Motocicleta,COLOMBIA
RRJ11H,Moto,Motocicleta,COLOMBIA
BPU870,Carro,Oficial,BARRANQUILLA
VUF43L,Moto,Motocicleta,COLOMBIA
WJV293,Carro,Oficial,MANIZALES
LEA816,Carro,Particular,BARRANQUILLA
YXI19Q,Moto,Motocicleta,COLOMBIA
RII609,Carro,Oficial,PEREIRA
LAE352,Carro,Publico,TUNJA
LQS708,Carro,Particular,BARRANQUILLA
FLL954,Carro,Oficial,PEREIRA
LLB486,Carro,Oficial,TUNJA
ERV146,Carro,Publico,PEREIRA
QIR771,Carro,Particular,ENVIGADO
RYT44F,Moto,Motocicleta,COLOMBIA
XFQ84V,Moto,Motocicleta,COLOMBIA
SPC39N,Moto,Motocicleta,COLOMBIA
ZHM89C,Moto,Motocicleta,COLOMBIA
VLF824,Carro,Oficial,PEREIRA
XNT609,Carro,Particular,IBAGUE
ENG986,Carro,Particular,BARRANQUILLA
XPY769,Carro,Particular,ENVIGADO
ZHD82K,Moto,Motocicleta,COLOMBIA
ETL08X,Moto,Motocicleta,COLOMBIA
ANU726,Carro,Oficial,PASTO
DCH74V,Moto,Motocicleta,COLOMBIA
IUL09Z,Moto,Motocicleta,COLOMBIA
LIA17Y,Moto,Motocicleta,COLOMBIA
LAK579,Carro,Oficial,BARRANQUILLA
LNA53A,Moto,Motocicleta,COLOMBIA
BKV856,Carro,Oficial,PEREIRA
KRL345,Carro,Oficial,TUNJA
QCI879,Carro,Publico,PEREIRA
SMQ303,Carro,Publico,ENVIGADO
JRC318,Carro,Oficial,CALI
BZS53P,Moto,Motocicleta,COLOMBIA
ZSW88R,Moto,Motocicleta,COLOMBIA
RVU375,Carro,Publico,MEDELLIN
HBY21A,Moto,Motocicleta,COLOMBIA
VRZ72N,Moto,Motocicleta,COLOMBIA
INV99H,Moto,Motocicleta,COLOMBIA
PTH67Z,Moto,Motocicleta,COLOMBIA
GLT139,Carro,Particular,PASTO
DWD754,Carro,Oficial,PEREIRA
CBC33K,Moto,Motocicleta,COLOMBIA
IQA427,Carro,Oficial,CALI
JKN324,Carro,Particular,BARRANQUILLA
RVJ04X,Moto,Motocicleta,COLOMBIA
JZP799,Carro,Publico,ENVIGADO
ZXN83P,Moto,Motocicleta,COLOMBIA
CCZ171,Carro,Oficial,ENVIGADO
VVT819,Carro,Publico,BUCARAMANGA
LRZ112,Carro,Particular,BOGOTA D.C.
EZS875,Carro,Oficial,IBAGUE
DTL93N,Moto,Motocicleta,COLOMBIA
CXL212,Carro,Publico,BOGOTA D.C.
MXV420,Carro,Particular,CALI
BEM54U,Moto,Motocicleta,COLOMBIA
BQX726,Carro,Publico,BOGOTA D.C.
PAV661,Carro,Publico,IBAGUE
YEQ332,Carro,Oficial,BOGOTA D.C.
RJF822,Carro,Publico,PEREIRA
WKR633,Carro,Oficial,ENVIGADO
DDM406,Carro,Oficial,CUCUTA
ESQ68Y,Moto,Motocicleta,COLOMBIA
NDD93Z,Moto,Motocicleta,COLOMBIA
SVN037,Carro,Particular,CALI
LLI588,Carro,Particular,MANIZALES
DBH94J,Moto,Motocicleta,COLOMBIA
CDT314,Carro,Oficial,BARRANQUILLA
TSN27K,Moto,Motocicleta,COLOMBIA
KCN479,Carro,Oficial,BUCARAMANGA
GKI510,Carro,Oficial,BUCARAMANGA
AJC062,Carro,Oficial,PEREIRA
BBH737,Carro,Publico,BARRANQUILLA
BBD507,Carro,Oficial,MANIZALES
RGE80J,Moto,Motocicleta,COLOMBIA
VRP177,Carro,Oficial,BOGOTA D.C.
PZG68J,Moto,Motocicleta,COLOMBIA
XSG572,Carro,Particular,TUNJA
BTR81C,Moto,Motocicleta,COLOMBIA
AWP55U,Moto,Motocicleta,COLOMBIA
JJZ62L,Moto,Motocicleta,COLOMBIA
DJP61F,Moto,Motocicleta,COLOMBIA
SQM00L,Moto,Motocicleta,COLOMBIA
SAF66X,Moto,Motocicleta,COLOMBIA
JRV849,Carro,Publico,CALI
SMV91S,Moto,Motocicleta,COLOMBIA
AQL76I,Moto,Motocicleta,COLOMBIA
MYB856,Carro,Publico,TUNJA
ZHJ012,Carro,Particular,BARRANQUILLA
MJQ118,Carro,Publico,MEDELLIN
JIH946,Carro,Publico,BOGOTA D.C.
LAV43H,Moto,Motocicleta,COLOMBIA
YAS504,Carro,Particular,TUNJA
SZG027,Carro,Particular,PASTO
BEI633,Carro,Publico,BOGOTA D.C.
XDA823,Carro,Oficial,CALI
VQJ269,Carro,Publico,PASTO
WIF87M,Moto,Motocicleta,COLOMBIA
HHX394,Carro,Publico,IBAGUE
ULC89S,Moto,Motocicleta,COLOMBIA
DHH20A,Moto,Motocicleta,COLOMBIA
MCK390,Carro,Publico,IBAGUE
NRX436,Carro,Particular,PEREIRA
ANY022,Carro,Oficial,MANIZALES
QIE959,Carro,Publico,CALI
PKP85Q,Moto,Motocicleta,COLOMBIA
ITB471,Carro,Oficial,BARRANQUILLA
SWD13F,Moto,Motocicleta,COLOMBIA
STH40R,Moto,Motocicleta,COLOMBIA
RYE68C,Moto,Motocicleta,COLOMBIA
LCB99R,Moto,Motocicleta,COLOMBIA
CTA888,Carro,Oficial,MEDELLIN
ZUX77E,Moto,Motocicleta,COLOMBIA
KML92Z,Moto,Motocicleta,COLOMBIA
HMM49L,Moto,Motocicleta,COLOMBIA
FAJ92V,Moto,Motocicleta,COLOMBIA
YUP676,Carro,Particular,BARRANQUILLA
ZND29V,Moto,Motocicleta,COLOMBIA
QBN396,Carro,Publico,BUCARAMANGA
ZPT027,Carro,Oficial,MEDELLIN
MKT54S,Moto,Motocicleta,COLOMBIA
EDX363,Carro,Oficial,BOGOTA D.C.
HAM808,Carro,Particular,BUCARAMANGA
QZL43F,Moto,Motocicleta,COLOMBIA
SFR17K,Moto,Motocicleta,COLOMBIA
PMD75G,Moto,Motocicleta,COLOMBIA
JTC56T,Moto,Motocicleta,COLOMBIA
BLE857,Carro,Particular,CALI
UZP05D,Moto,Motocicleta,COLOMBIA
WQT47V,Moto,Motocicleta,COLOMBIA
JZF97Q,Moto,Motocicleta,COLOMBIA
KSB18A,Moto,Motocicleta,COLOMBIA
AXK97P,Moto,Motocicleta,COLOMBIA
KZQ121,Carro,Oficial,ENVIGADO
RGL10I,Moto,Motocicleta,COLOMBIA
XTJ840,Carro,Oficial,TUNJA
SBU55C,Moto,Motocicleta,COLOMBIA
IJU65I,Moto,Motocicleta,COLOMBIA
YAP481,Carro,Particular,CALI
LVW212,Carro,Particular,CUCUTA
BSP84U,Moto,Motocicleta,COLOMBIA
QAQ33K,Moto,Motocicleta,COLOMBIA
USQ21T,Moto,Motocicleta,COLOMBIA
HBD192,Carro,Oficial,IBAGUE
UAT772,Carro,Particular,TUNJA
PJY46G,Moto,Motocicleta,COLOMBIA
XSR74F,Moto,Motocicleta,COLOMBIA
NQK74M,Moto,Motocicleta,COLOMBIA
PQM36K,Moto,Motocicleta,COLOMBIA
FBN328,Carro,Oficial,CUCUTA
BUI113,Carro,Publico,BOGOTA D.C.
AXP09Z,Moto,Motocicleta,COLOMBIA
HHP88N,Moto,Motocicleta,COLOMBIA
ZLB720,Carro,Particular,ENVIGADO
XAY01G,Moto,Motocicleta,COLOMBIA
GRR394,Carro,Oficial,TUNJA
VNJ547,Carro,Oficial,IBAGUE
WHI045,Carro,Particular,ENVIGADO
HQR08U,Moto,Motocicleta,COLOMBIA
XCZ47R,Moto,Motocicleta,COLOMBIA
VCE47V,Moto,Motocicleta,COLOMBIA
NYV354,Carro,Publico,MEDELLIN
FUN623,Carro,Particular,TUNJA
QXZ592,Carro,Oficial,PASTO
SKF051,Carro,Publico,BOGOTA D.C.
CNW60Q,Moto,Motocicleta,COLOMBIA
RMZ60Z,Moto,Motocicleta,COLOMBIA
NWR64A,Moto,Motocicleta,COLOMBIA
MRJ30A,Moto,Motocicleta,COLOMBIA
WCB730,Carro,Oficial,BUCARAMANGA
MLV175,Carro,Oficial,IBAGUE
DRG938,Carro,Particular,CUCUTA
QBV100,Carro,Particular,PASTO
QET27S,Moto,Motocicleta,COLOMBIA
QKM015,Carro,Publico,CUCUTA
BXT53M,Moto,Motocicleta,COLOMBIA
BNP89U,Moto,Motocicleta,COLOMBIA
ZXE054,Carro,Oficial,CALI
FLQ349,Carro,Oficial,CUCUTA
MLE688,Carro,Publico,CALI
ENY34F,Moto,Motocicleta,COLOMBIA
MZJ853,Carro,Oficial,MANIZALES
ISW99W,Moto,Motocicleta,COLOMBIA
YZQ55A,Moto,Motocicleta,COLOMBIA
FRN15R,Moto,Motocicleta,COLOMBIA
XBN74R,Moto,Motocicleta,COLOMBIA
DXS686,Carro,Particular,ENVIGADO
RGB975,Carro,Publico,PASTO
DIB043,Carro,Publico,MANIZALES
KMZ634,Carro,Publico,BUCARAMANGA
SBS940,Carro,Publico,BUCARAMANGA
RUS299,Carro,Particular,MANIZALES
VBX45F,Moto,Motocicleta,COLOMBIA
QNK474,Carro,Particular,TUNJA
SIT157,Carro,Oficial,CUCUTA
EGD686,Carro,Oficial,BUCARAMANGA
GUB515,Carro,Oficial,PEREIRA
RDP252,Carro,Particular,BOGOTA D.C.
GND13W,Moto,Motocicleta,COLOMBIA
QTD326,Carro,Oficial,PASTO
DWM511,Carro,Particular,PASTO
JTC925,Carro,Particular,MEDELLIN
RBA993,Carro,Oficial,TUNJA
TCW27D,Moto,Motocicleta,COLOMBIA
THM628,Carro,Oficial,IBAGUE
JFC979,Carro,Particular,BOGOTA D.C.
XXJ43V,Moto,Motocicleta,COLOMBIA
UCB729,Carro,Publico,MEDELLIN
MHC75D,Moto,Motocicleta,COLOMBIA
LHY05K,Moto,Motocicleta,COLOMBIA
JST43E,Moto,Motocicleta,COLOMBIA
QGW60N,Moto,Motocicleta,COLOMBIA
SDG68P,Moto,Motocicleta,COLOMBIA
DXV329,Carro,Particular,TUNJA
XAP558,Carro,Particular,CALI
QQN90J,Moto,Motocicleta,COLOMBIA
PUC979,Carro,Particular,BARRANQUILLA
EAI513,Carro,Publico,PEREIRA
CEE832,Carro,Publico,PEREIRA
ZHA467,Carro,Publico,PEREIRA
QWS478,Carro,Publico,BARRANQUILLA
REN16L,Moto,Motocicleta,COLOMBIA
NXZ562,Carro,Particular,PASTO
BJJ937,Carro,Particular,CUCUTA
TII935,Carro,Particular,CUCUTA
XWG118,Carro,Particular,TUNJA
CGV157,Carro,Publico,MEDELLIN
GJQ535,Carro,Particular,BUCARAMANGA
CWK80Z,Moto,Motocicleta,COLOMBIA
SVS38E,Moto,Motocicleta,COLOMBIA
UFC21U,Moto,Motocicleta,COLOMBIA
ACM42K,Moto,Motocicleta,COLOMBIA
MYS26E,Moto,Motocicleta,COLOMBIA
JKX95E,Moto,Motocicleta,COLOMBIA
MFD82T,Moto,Motocicleta,COLOMBIA
JNH436,Carro,Publico,TUNJA
WZK146,Carro,Publico,IBAGUE
KQU96A,Moto,Motocicleta,COLOMBIA
ETQ413,Carro,Particular,ENVIGADO
MML19D,Moto,Motocicleta,COLOMBIA
QXU65C,Moto,Motocicleta,COLOMBIA
ELB386,Carro,Particular,BARRANQUILLA
IJL741,Carro,Publico,CALI
YBH27P,Moto,Motocicleta,COLOMBIA
SDW12B,Moto,Motocicleta,COLOMBIA
KIT580,Carro,Publico,BOGOTA D.C.
HHB65A,Moto,Motocicleta,COLOMBIA
NAL15K,Moto,Motocicleta,COLOMBIA
HCF821,Carro,Publico,PEREIRA
RXD075,Carro,Oficial,BUCARAMANGA
HBU66J,Moto,Motocicleta,COLOMBIA
WUK85M,Moto,Motocicleta,COLOMBIA
UIR76A,Moto,Motocicleta,COLOMBIA
YQQ002,Carro,Publico,CALI
XZU73S,Moto,Motocicleta,COLOMBIA
UDY45V,Moto,Motocicleta,COLOMBIA
HEJ478,Carro,Publico,CALI
JKW91S,Moto,Motocicleta,COLOMBIA
PLE61W,Moto,Motocicleta,COLOMBIA
UYZ162,Carro,Oficial,ENVIGADO
FBL014,Carro,Publico,CALI
KHZ86H,Moto,Motocicleta,COLOMBIA
RPA877,Carro,Particular,BOGOTA D.C.
KKR74E,Moto,Motocicleta,COLOMBIA
FLU69T,Moto,Motocicleta,COLOMBIA
JLK411,Carro,Oficial,IBAGUE
GXF05T,Moto,Motocicleta,COLOMBIA
QJJ795,Carro,Particular,CUCUTA
PCB55H,Moto,Motocicleta,COLOMBIA
VQW67K,Moto,Motocicleta,COLOMBIA
CDQ121,Carro,Publico,MANIZALES
YAK45X,Moto,Motocicleta,COLOMBIA
AXD749,Carro,Publico,BARRANQUILLA
NKY895,Carro,Publico,MANIZALES
JJS84R,Moto,Motocicleta,COLOMBIA
HGB99B,Moto,Motocicleta,COLOMBIA
BPK736,Carro,Publico,TUNJA
TUX58J,Moto,Motocicleta,COLOMBIA
PZN94Z,Moto,Motocicleta,COLOMBIA
NMI533,Carro,Publico,BOGOTA D.C.
LMQ014,Carro,Particular,ENVIGADO
QBU628,Carro,Publico,CUCUTA
MFQ471,Carro,Particular,PASTO
XDV033,Carro,Particular,TUNJA
VUY718,Carro,Particular,ENVIGADO
GXA620,Carro,Publico,PASTO
NIE014,Carro,Particular,TUNJA
FZD079,Carro,Particular,BUCARAMANGA
NPA102,Carro,Particular,PASTO
PPV63H,Moto,Motocicleta,COLOMBIA
IIU61Y,Moto,Motocicleta,COLOMBIA
AHC90L,Moto,Motocicleta,COLOMBIA
GHK867,Carro,Oficial,CALI
HWZ441,Carro,Oficial,CALI
WYC972,Carro,Publico,ENVIGADO
TRW48X,Moto,Motocicleta,COLOMBIA
XLX359,Carro,Particular,TUNJA
LWJ667,Carro,Oficial,PASTO
HDK28R,Moto,Motocicleta,COLOMBIA
TSS89H,Moto,Motocicleta,COLOMBIA
MUN774,Carro,Oficial,ENVIGADO
ZAP37E,Moto,Motocicleta,COLOMBIA
GUB51P,Moto,Motocicleta,COLOMBIA
AHI32G,Moto,Motocicleta,COLOMBIA
KTJ937,Carro,Publico,BOGOTA D.C.
ENI04P,Moto,Motocicleta,COLOMBIA
QJR655,Carro,Particular,BOGOTA D.C.
VBI157,Carro,Publico,IBAGUE
LBJ65K,Moto,Motocicleta,COLOMBIA
YCY220,Carro,Oficial,BARRANQUILLA
TDD19M,Moto,Motocicleta,COLOMBIA
SZI39D,Moto,Motocicleta,COLOMBIA
PDB63M,Moto,Motocicleta,COLOMBIA
NNK723,Carro,Oficial,PEREIRA
PDD742,Carro,Publico,MEDELLIN
EWV936,Carro,Oficial,TUNJA
WCK071,Carro,Oficial,BOGOTA D.C.
YSQ595,Carro,Particular,ENVIGADO
FXD087,Carro,Publico,TUNJA
NBL005,Carro,Oficial,BUCARAMANGA
EEZ39Y,Moto,Motocicleta,COLOMBIA
CKC12F,Moto,Motocicleta,COLOMBIA
FLD29R,Moto,Motocicleta,COLOMBIA
AIX64M,Moto,Motocicleta,COLOMBIA
LZZ95C,Moto,Motocicleta,COLOMBIA
XZJ30X,Moto,Motocicleta,COLOMBIA
NNR525,Carro,Publico,BOGOTA D.C.
ELS99G,Moto,Motocicleta,COLOMBIA
WFN028,Carro,Oficial,MANIZALES
GZH456,Carro,Particular,PEREIRA
DYS697,Carro,Oficial,MEDELLIN
TJM288,Carro,Particular,TUNJA
BQR496,Carro,Publico,MEDELLIN
YUV26E,Moto,Motocicleta,COLOMBIA
ETP021,Carro,Oficial,TUNJA
DQC16T,Moto,Motocicleta,COLOMBIA
JYD79A,Moto,Motocicleta,COLOMBIA
GUL10X,Moto,Motocicleta,COLOMBIA
HZI37P,Moto,Motocicleta,COLOMBIA
BAH770,Carro,Publico,MEDELLIN
NHL769,Carro,Particular,TUNJA
KUF639,Carro,Publico,TUNJA
JCW233,Carro,Particular,BARRANQUILLA
NWB240,Carro,Publico,BUCARAMANGA
WKM29X,Moto,Motocicleta,COLOMBIA
PHR826,Carro,Oficial,CUCUTA
XMV33Y,Moto,Motocicleta,COLOMBIA
JSP170,Carro,Oficial,BOGOTA D.C.
FVK61I,Moto,Motocicleta,COLOMBIA
GXT843,Carro,Particular,BARRANQUILLA
RYX69S,Moto,Motocicleta,COLOMBIA
CVL07M,Moto,Motocicleta,COLOMBIA
CAI473,Carro,Publico,BARRANQUILLA
RHW75U,Moto,Motocicleta,COLOMBIA
XDU425,Carro,Publico,TUNJA
TAM362,Carro,Oficial,IBAGUE
IMJ612,Carro,Particular,BUCARAMANGA
QUG39J,Moto,Motocicleta,COLOMBIA
PUM58S,Moto,Motocicleta,COLOMBIA
DJF31X,Moto,Motocicleta,COLOMBIA
LYD687,Carro,Oficial,PASTO
JUY205,Carro,Particular,ENVIGADO
CQQ277,Carro,Particular,MEDELLIN
DGH555,Carro,Publico,ENVIGADO
QYU94L,Moto,Motocicleta,COLOMBIA
TAA567,Carro,Publico,PASTO
YEI65S,Moto,Motocicleta,COLOMBIA
YST90W,Moto,Motocicleta,COLOMBIA
CJN893,Carro,Publico,ENVIGADO
JVS755,Carro,Particular,CALI
GXE05A,Moto,Motocicleta,COLOMBIA
XRY34T,Moto,Motocicleta,COLOMBIA
BMM32B,Moto,Motocicleta,COLOMBIA
YAG519,Carro,Publico,PASTO
GQA306,Carro,Publico,TUNJA
IHF53C,Moto,Motocicleta,COLOMBIA
NTG71E,Moto,Motocicleta,COLOMBIA
PVX22M,Moto,Motocicleta,COLOMBIA
JRL36Z,Moto,Motocicleta,COLOMBIA
ZTH02H,Moto,Motocicleta,COLOMBIA
YTZ259,Carro,Publico,PEREIRA
LWI17M,Moto,Motocicleta,COLOMBIA
UVJ39I,Moto,Motocicleta,COLOMBIA
TKX381,Carro,Publico,TUNJA
MSS061,Carro,Oficial,BUCARAMANGA
CLL21W,Moto,Motocicleta,COLOMBIA
WEP98U,Moto,Motocicleta,COLOMBIA
SZD849,Carro,Particular,BARRANQUILLA
YVU85B,Moto,Motocicleta,COLOMBIA
UGW90P,Moto,Motocicleta,COLOMBIA
SNT091,Carro,Publico,ENVIGADO
HXT27B,Moto,Motocicleta,COLOMBIA
WTZ797,Carro,Particular,BUCARAMANGA
WBJ59C,Moto,Motocicleta,COLOMBIA
PLY771,Carro,Particular,ENVIGADO
ZVP169,Carro,Particular,MEDELLIN
GPW52H,Moto,Motocicleta,COLOMBIA
DAR545,Carro,Publico,ENVIGADO
NDS750,Carro,Particular,BUCARAMANGA
WDM21F,Moto,Motocicleta,COLOMBIA
CZW54P,Moto,Motocicleta,COLOMBIA
RDU07M,Moto,Motocicleta,COLOMBIA
NZS80Y,Moto,Motocicleta,COLOMBIA
BBT152,Carro,Oficial,MANIZALES
MJR828,Carro,Oficial,CALI
WED76Q,Moto,Motocicleta,COLOMBIA
EFK015,Carro,Publico,MEDELLIN
KRV255,Carro,Particular,CALI
GCP255,Carro,Publico,PEREIRA
KRJ05H,Moto,Motocicleta,COLOMBIA
USE344,Carro,Publico,MEDELLIN
UGI195,Carro,Oficial,BUCARAMANGA
YGF74S,Moto,Motocicleta,COLOMBIA
LLN632,Carro,Oficial,MANIZALES
EUM115,Carro,Publico,TUNJA
GCD717,Carro,Oficial,BOGOTA D.C.
PQD377,Carro,Oficial,CALI
XJP282,Carro,Oficial,IBAGUE
MQN90E,Moto,Motocicleta,COLOMBIA
AIT699,Carro,Oficial,CUCUTA
CGC56L,Moto,Motocicleta,COLOMBIA
KQB18L,Moto,Motocicleta,COLOMBIA
FCU025,Carro,Publico,MEDELLIN
NZT34H,Moto,Motocicleta,COLOMBIA
PLN47R,Moto,Motocicleta,COLOMBIA
WXU730,Carro,Publico,MANIZALES
EWP047,Carro,Publico,ENVIGADO
REG86K,Moto,Motocicleta,COLOMBIA
JBI91F,Moto,Motocicleta,COLOMBIA
VMV41Z,Moto,Motocicleta,COLOMBIA
HEJ93E,Moto,Motocicleta,COLOMBIA
PUT851,Carro,Particular,ENVIGADO
QIC634,Carro,Oficial,TUNJA
IBZ497,Carro,Particular,TUNJA
MWR731,Carro,Publico,MANIZALES
RJB69F,Moto,Motocicleta,COLOMBIA
GDZ68N,Moto,Motocicleta,COLOMBIA
BZP853,Carro,Oficial,CUCUTA
ENT935,Carro,Particular,MEDELLIN
PDH178,Carro,Oficial,CALI
KDS749,Carro,Particular,MANIZALES
TTY027,Carro,Publico,BOGOTA D.C.
SXR31Y,Moto,Motocicleta,COLOMBIA
BZD48L,Moto,Motocicleta,COLOMBIA
CCZ13A,Moto,Motocicleta,COLOMBIA
BEJ75S,Moto,Motocicleta,COLOMBIA
MGD436,Carro,Oficial,PEREIRA
BAL348,Carro,Publico,BARRANQUILLA
NVK434,Carro,Oficial,ENVIGADO
IEB77S,Moto,Motocicleta,COLOMBIA
DYN142,Carro,Oficial,BARRANQUILLA
ZMW606,Carro,Particular,MANIZALES
RXM00L,Moto,Motocicleta,COLOMBIA
SAX618,Carro,Publico,MANIZALES
CLZ924,Carro,Publico,MANIZALES
TYB679,Carro,Oficial,MEDELLIN
CIW43C,Moto,Motocicleta,COLOMBIA
UYR233,Carro,Particular,IBAGUE
DAV723,Carro,Oficial,BARRANQUILLA
